,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Position,Points
1186,Jacob Doty,26,"Billings, MT",USA,,,,,,RW,0
1187,Jack Dougherty,23,"St. Paul, MN",USA,,,,,,D,0
1188,Chris Driedger,25,"Winnipeg, MB",Canada,,,,,,RW,0
1189,Chris Drury,43,"Trumbull, CT",USA,,,,,,LW,0
1190,Gabriel Dumont,29,"Degelis, QC",Canada,,,,,,C,0
1191,Sean Durzi,21,"Mississauga, ON",Canada,,,,,,LW,0
1192,Joseph Duszak,22,"Franklin Square, NY",USA,,,,,,LW,0
1193,Patrick Dwyer,36,"Spokane, WA",USA,,,,,,C,0
1194,Nick Ebert,25,"Livingston, NJ",USA,,,,,,D,0
1195,Turner Elson,27,"Edmonton, AB",Canada,,,,,,C,0
1196,Hudson Elynuik,22,"Calgary, AB",Canada,,,,,,C,0
1197,Alexei Emelin,33,Togliatti,Russia,,,,,,C,0
1198,Pierre Engvall,23,Ljungby,Sweden,,,,,,C,0
1199,Jake Evans,23,"Toronto, ON",Canada,,,,,,D,0
1200,Joel Farabee,20,"Syracuse, NY",USA,,,,,,LW,0
1201,Hudson Fasching,24,"Milwaukee, WI",USA,,,,,,D,0
1202,Mark Fayne,32,"Nashua, NH",USA,,,,,,D,0
1203,Martin Fehervary,20,Bratislava,Slovakia,,,,,,C,0
1204,Dylan Ferguson,21,"Lantzville, BC",Canada,,,,,,LW,0
1205,Mario Ferraro,21,"Toronto, ON",Canada,,,,,,LW,0
1206,Giovanni Fiore,23,"Laval, QC",Canada,,,,,,D,0
1207,Mike Fisher,39,"Peterborough, ON",Canada,,,,,,RW,0
1208,Cavan Fitzgerald,23,"Boston, MA",USA,,,,,,D,0
1209,Ryan Fitzgerald,25,"Fort Lauderdale, FL",USA,,,,,,D,0
1210,Cale Fleury,21,"Calgary, AB",Canada,,,,,,D,0
1211,Brian Flynn,31,"Lynnfield, MA",USA,,,,,,D,0
1212,Cal Foote,21,"Englewood, CO",USA,,,,,,C,0
1213,Anton Forsberg,27,Härnösand,Sweden,,,,,,D,0
1214,Adam Fox,22,"Jericho, NY",USA,,,,,,LW,0
1215,Mitch Fritz,39,"Osoyoos, BC",Canada,,,,,,C,0
1216,Byron Froese,29,"Winkler, MB",Canada,,,,,,LW,0
1217,Morgan Frost,20,"Aurora, ON",Canada,,,,,,C,0
1218,Jesse Gabrielle,22,"Edmonton, AB",Canada,,,,,,LW,0
1219,Parker Gahagen,26,"Buffalo, NY",USA,,,,,,LW,0
1220,Tyler Ganly,25,"Mississauga, ON",Canada,,,,,,C,0
1221,Rhett Gardner,24,"Moose Jaw, SK",Canada,,,,,,C,0
1222,Julien Gauthier,22,"Pointe-aux-Trembles, QC",Canada,,,,,,D,0
1223,Vladislav Gavrikov,24,Yaroslavl,Russia,,,,,,LW,0
1224,Glenn Gawdin,23,"Richmond, BC",Canada,,,,,,C,0
1225,Luke Gazdic,30,"Toronto, ON",USA,,,,,,LW,0
1226,Morgan Geekie,21,"Strathclair, MB",Canada,,,,,,D,0
1227,Nathan Gerbe,32,"Oxford, MI",USA,,,,,,LW,0
1228,Shane Gersich,23,"Chaska, MN",USA,,,,,,LW,0
1229,Jon Gillies,26,"Concord, NH",USA,,,,,,C,0
1230,Cody Glass,21,"Winnipeg, MB",Canada,,,,,,RW,0
1231,Josh Gorges,35,"Kelowna, BC",Canada,,,,,,D,0
1232,Petter Granberg,27,Gallivare,Sweden,,,,,,RW,0
1233,Tyler Graovac,26,"Brampton, ON",Canada,,,,,,LW,0
1234,Noah Gregor,21,"Beaumont, AB",Canada,,,,,,RW,0
1235,Alexandre Grenier,28,"Laval, QC",Canada,,,,,,D,0
1236,Seth Griffith,27,"Wallaceburg, ON",Canada,,,,,,C,0
1237,Mikhail Grigorenko,25,Khabarovsk,Russia,,,,,,LW,0
1238,Troy Grosenick,30,"Brookfield, WI",USA,,,,,,D,0
1239,Jordan Gross,24,"Maple Grove, MN",USA,,,,,,C,0
1240,Kristers Gudlevskis,27,Aizkraukle,Latvia,,,,,,C,0
1241,Nikita Gusev,27,Moscow,Russia,,,,,,C,0
1242,David Gust,26,"Orland Park, IL",USA,,,,,,C,0
1243,David Gustafsson,20,Tingsryd,Sweden,,,,,,C,0
1244,Filip Gustavsson,21,"Skelleftea, Sweden",Sweden,,,,,,D,0
1245,Jonas Gustavsson,35,Danderyd,Sweden,,,,,,D,0
1246,Gaetan Haas,28,Bonfol,Switzerland,,,,,,D,0
1247,Brandon Hagel,21,"Saskatoon, SK",Canada,,,,,,C,0
1248,Jani Hakanpaa,28,Kirkkonummi,Finland,,,,,,D,0
1249,Jayden Halbgewachs,23,"Emerald Park, SK",Canada,,,,,,RW,0
1250,Wacey Hamilton,29,"Cochrane, AB",Canada,,,,,,D,0
1251,Andrew Hammond,32,"Surrey, BC",Canada,,,,,,C,0
1252,Jansen Harkins,22,"Cleveland, OH",USA,,,,,,LW,0
1253,Scott Hartnell,37,"Regina, SK",Canada,,,,,,C,0
1254,Barrett Hayton,19,"Peterborough, ON",Canada,,,,,,LW,0
1255,Josh Healey,25,"Edmonton, AB",Canada,,,,,,D,0
1256,Ville Heinola,19,Honkajoki,Finland,,,,,,C,0
1257,Seth Helgeson,29,"Faribault, MN",USA,,,,,,D,0
1258,Magnus Hellberg,29,Uppsala,Sweden,,,,,,D,0
1259,Brandon Hickey,24,"Leduc, AB",Canada,,,,,,C,0
1260,Matthew Highmore,24,"Halifax, NS",Canada,,,,,,C,0
1261,Blake Hillman,24,"Elk River, MN",USA,,,,,,LW,0
1262,Connor Hobbs,23,"Regina, SK",Canada,,,,,,C,0
1263,Patrick Holland,28,"Lethbridge, AB",Canada,,,,,,D,0
1264,Mac Hollowell,21,"Niagara Falls, ON",Canada,,,,,,D,0
1265,Cameron Hughes,23,"Edmonton, AB",Canada,,,,,,RW,0
1266,Jack Hughes,18,"Orlando, FL",USA,,,,,,D,0
1267,Bokondji Imama,23,"Montreal, QC",Canada,,,,,,C,0
1268,Connor Ingram,23,"Imperial, SK",Canada,,,,,,C,0
1269,Doug Janik,40,"Agawam, MA",USA,,,,,,D,0
1270,Tanner Jeannot,22,"Oxbow, SK",Canada,,,,,,D,0
1271,Nicklas Jensen,27,Herning,Denmark,,,,,,C,0
1272,Lucas Johansen,22,"Vancouver, BC",Canada,,,,,,D,0
1273,Jonas Johansson,24,,,,,,,,LW,0
1274,Stephen Johns,27,"Ellwood City, PA",USA,,,,,,C,0
1275,Ryan Johnson,43,"Thunder Bay, ON",Canada,,,,,,RW,0
1276,Ben Jones,21,"Waterloo, ON",Canada,,,,,,C,0
1277,Connor Jones,29,"Montrose, BC",Canada,,,,,,C,0
1278,Max Jones,22,"Rochester, MI",USA,,,,,,C,0
1279,Axel Jonsson-Fjallby,22,Stockholm,Sweden,,,,,,RW,0
1280,Pierre-Olivier Joseph,20,"Laval, QC",USA,,,,,,LW,0
1281,Tomas Jurco,27,Kosice,Slovakia,,,,,,D,0
1282,Kaapo Kahkonen,23,Helsinki,Finland,,,,,,LW,0
1283,Kaapo Kakko,19,Turku,Finland,,,,,,C,0
1284,Erik Kallgren,23,Stockholm,Sweden,,,,,,C,0
1285,Keegan Kanzig,25,"Athabasca, AB",USA,,,,,,LW,0
1286,Erik Karlsson,25,Lerum,Sweden,,,,,,C,0
1287,Pavel Karnaukhov,23,Minsk,Belarus,,,,,,D,0
1288,Jason Kasdorf,27,"Winnipeg, MB",Canada,,,,,,LW,0
1289,David Kase,23,Kadan,Czech Republic,,,,,,D,0
1290,Kasimir Kaskisuo,26,Vantaa,Finland,,,,,,RW,0
1291,Joey Keane,20,"Chicago, IL",USA,,,,,,LW,0
1292,Bracken Kearns,38,"North Vancouver, BC",Canada,,,,,,D,0
1293,Joel Kellman,25,Karlskrona,Sweden,,,,,,C,0
1294,Parker Kelly,20,"Camrose, AB",Canada,,,,,,RW,0
1295,Tanner Kero,27,"Hancock, MI",USA,,,,,,D,0
1296,Alex Khokhlachev,26,Moscow,Russia,,,,,,RW,0
1297,Jake Kielly,23,"Eden Prairie, MN",USA,,,,,,D,0
1298,Jason King,38,"Corner Brook, NL",Canada,,,,,,D,0
1299,Teemu Kivihalme,24,"Cloquet, MN",USA,,,,,,C,0
1300,Joel Kiviranta,24,Vantaa,Finland,,,,,,D,0
1301,Matiss Kivlenieks,23,Riga,Latvia,,,,,,D,0
1302,Kevin Klein,35,"Kitchener, ON",Canada,,,,,,LW,0
1303,Morgan Klimchuk,25,"Regina, SK",Canada,,,,,,RW,0
1304,Carl Klingberg,29,Gothenburg,Sweden,,,,,,D,0
1305,Eric Knodel,29,"West Chester, PA",USA,,,,,,D,0
1306,Nikolai Knyzhov,22,Kemerovo,Russia,,,,,,C,0
1307,Otto Koivula,21,Nokia,Finland,,,,,,D,0
1308,Joona Koppanen,22,Tampere,Finland,,,,,,D,0
1309,Josef Korenar,22,Pelhrimov,Czech Republic,,,,,,C,0
1310,Egor Korshkov,23,Novosibirsk,Russia,,,,,,RW,0
1311,Klim Kostin,20,Penza,Russia,,,,,,D,0
1312,Johnathan Kovacevic,22,"Grimsby, ON",Canada,,,,,,D,0
1313,Vitali Kravtsov,20,Vladivostok,Russia,,,,,,LW,0
1314,Dominik Kubalik,24,Plzen,Czech Republic,,,,,,C,0
1315,Rasmus Kupari,20,Kotka,Finland,,,,,,LW,0
1316,Pierre-Cedric Labrie,33,"Baie-Comeau, QC",Canada,,,,,,C,0
1317,Cedric Lacroix,25,"Shefford, QC",Canada,,,,,,RW,0
1318,Sam Lafferty,25,"Hollidaysburg, PA",USA,,,,,,LW,0
1319,William Lagesson,24,Gothenberg,Sweden,,,,,,D,0
1320,Brooks Laich,36,"Wawota, SK",Canada,,,,,,C,0
1321,Tristin Langan,21,"Swan River, MB",Canada,,,,,,C,0
1322,Marek Langhamer,25,Moravska Trebova,Czech Republic,,,,,,C,0
1323,Kevin Lankinen,24,Helsinki,Finland,,,,,,D,0
1324,Michael Latta,28,"Kitchener, ON",Canada,,,,,,C,0
1325,Jakub Lauko,20,Praha,Czech Republic,,,,,,C,0
1326,Jay Leach,40,"Syracuse, NY",USA,,,,,,D,0
1327,Taylor Leier,26,"Saskatoon, SK",Canada,,,,,,RW,0
1328,Brett Lernout,24,"Winnipeg, MB",Canada,,,,,,LW,0
1329,Otto Leskinen,23,Pieksamaki,Finland,,,,,,RW,0
1330,Maxim Letunov,24,Moscow,Russia,,,,,,C,0
1331,Mike Liambas,31,"Toronto, ON",Canada,,,,,,LW,0
1332,Jakob Lilja,26,Malmo,Sweden,,,,,,D,0
1333,Timothy Liljegren,20,Kristianstad,Sweden,,,,,,C,0
1334,Tobias Lindberg,24,Stockholm,Sweden,,,,,,D,0
1335,Petteri Lindbohm,26,Helsinki,Finland,,,,,,D,0
1336,Jesper Lindgren,22,Umea,Sweden,,,,,,C,0
1337,Gustav Lindstrom,21,,,,,,,,D,0
1338,Viktor Loov,27,Sodertalje,Sweden,,,,,,C,0
1339,Steven Lorentz,24,"Waterloo, ON",Canada,,,,,,C,0
1340,Keegan Lowe,27,"Edmonton, AB",USA,,,,,,LW,0
1341,Jake Lucchini,24,"Trail, BC",Canada,,,,,,C,0
1342,Aaron Luchuk,23,"Kingston, ON",Canada,,,,,,RW,0
1343,Mario Lucia,26,"Fairbanks, AK",USA,,,,,,D,0
1344,Eetu Luostarinen,21,Siilinjarvi,Finland,,,,,,D,0
1345,Joona Luoto,22,Tampere,Finland,,,,,,RW,0
1346,Roman Lyubimov,28,Tver,Russia,,,,,,C,0
1347,Ryan MacInnis,24,"St. Louis, MO",USA,,,,,,LW,0
1348,Gregor MacLeod,21,"Dartmouth, NS",Canada,,,,,,C,0
1349,Cale Makar,21,"Calgary, AB",Canada,,,,,,C,0
1350,Beck Malenstyn,22,"Delta, BC",Canada,,,,,,LW,0
1351,Sean Malone,24,"West Seneca, NY",USA,,,,,,D,0
1352,Mason Marchment,24,"Uxbridge, ON",Canada,,,,,,RW,0
1353,John Marino,22,"North Easton, MA",USA,,,,,,LW,0
1354,Andrey Markov,26,Kazan,Russia,,,,,,D,0
1355,Spencer Martin,24,"Oakville, ON",Canada,,,,,,RW,0
1356,Adam Mascherin,21,"Maple, ON",Canada,,,,,,LW,0
1357,Stefan Matteau,26,"Chicago, IL",USA,,,,,,D,0
1358,Gerald Mayhew,27,"Wyandotte, MI",USA,,,,,,LW,0
1359,Gerry Mayhew,27,"Wyandotte, MI",USA,,,,,,LW,0
1360,Josh McArdle,25,"Roscoe, IL",USA,,,,,,LW,0
1361,Michael McCarron,25,"Grosse Pointe, MI",USA,,,,,,D,0
1362,John McCarthy,33,"Boston, MA",USA,,,,,,D,0
1363,Colin McDonald,35,"Wethersfield, CT",USA,,,,,,RW,0
1364,Evan McEneny,25,"Hamilton, ON",Canada,,,,,,C,0
1365,Tim McGauley,24,"Wilcox, SK",Canada,,,,,,LW,0
1366,Curtis McKenzie,29,"Golden, BC",Canada,,,,,,C,0
1367,Roland McKeown,24,"Listowel, ON",Canada,,,,,,C,0
1368,Mitch McLain,26,"Baxter, MN",USA,,,,,,C,0
1369,Dylan McLaughlin,24,"Lancaster, NY",USA,,,,,,D,0
1370,Ryan McLeod,20,"Mississauga, ON",Canada,,,,,,LW,0
1371,Mark McNeill,27,"Langley, BC",Canada,,,,,,C,0
1372,Michael McNiven,22,"Georgetown, ON",Canada,,,,,,C,0
1373,Jayson Megna,30,"Fort Lauderdale, FL",USA,,,,,,D,0
1374,Julian Melchiori,28,"Richmond Hill, ON",Canada,,,,,,C,0
1375,Nicolas Meloche,22,"LaSalle, QC",Canada,,,,,,C,0
1376,Brennan Menell,22,"Woodbury, MN",USA,,,,,,C,0
1377,Michael Mersch,27,"Park Ridge, IL",USA,,,,,,C,0
1378,Elvis Merzlikins,26,Riga,Latvia,,,,,,LW,0
1379,Garrett Metcalf,24,"Salt Lake City, UT",USA,,,,,,RW,0
1380,Keaton Middleton,22,"Stratford, ON",Canada,,,,,,C,0
1381,Ilya Mikheyev,25,Omsk,Russia,,,,,,LW,0
1382,Niko Mikkola,23,Kiiminki,Finland,,,,,,D,0
1383,Andrew Miller,31,"Bloomfield Hills, MI",USA,,,,,,C,0
1384,Drew Miller,36,"Dover, NJ",USA,,,,,,RW,0
1385,Griffen Molino,26,"Trenton, MI",USA,,,,,,D,0
1386,Matt Moulson,36,"North York, ON",Canada,,,,,,D,0
1387,Vojtech Mozik,27,Prague,Czech Republic,,,,,,LW,0
1388,Chris Mueller,34,"West Seneca, NY",USA,,,,,,C,0
1389,Trevor Murphy,24,"Windsor, ON",Canada,,,,,,D,0
1390,Aaron Ness,29,"Roseau, MN",USA,,,,,,RW,0
1391,Scott Nichol,45,"Edmonton, AB",Canada,,,,,,RW,0
1392,Cristopher Nihlstorp,36,Malmö,Sweden,,,,,,C,0
1393,Josh Norris,20,"Oxford, MI",USA,,,,,,D,0
1394,Joakim Nygard,27,Stockholm,Sweden,,,,,,D,0
1395,Liam O'Brien,25,"Halifax, NS",Canada,,,,,,D,0
1396,Matt O'Connor,28,"Sault Ste. Marie, ON",Canada,,,,,,C,0
1397,Jake Oettinger,21,"Lakeville, MN",USA,,,,,,D,0
1398,Rob O'Gara,26,"Massapequa, NY",USA,,,,,,C,0
1399,Steve Oleksy,34,"Chesterfield, MI",USA,,,,,,RW,0
1400,Mathieu Olivier,23,"Levis, QC",USA,,,,,,D,0
1401,Gustav Olofsson,25,Boras,Sweden,,,,,,RW,0
1402,Ryan Olsen,26,"Delta, BC",Canada,,,,,,LW,0
1403,Cal O'Reilly,33,"Toronto, ON",Canada,,,,,,D,0
1404,Nathan Paetsch,37,"Leroy, SK",Canada,,,,,,LW,0
